# SLARC V10.15-lower-body | rise=0.170 run=0.250 | balance=AN foothold=AN freeze=AUS entry=AN | G_Z=-0.120 G_STEP=0.060
t,frame,mode,bx,by,bz,roll,pitch,yaw,vx,vy,vz,wx,wy,wz,cmd_vx,cmd_yaw,roll_bal,pitch_bal,est_roll,est_pitch,est_yaw,est_height,frozen,dxb,brake,cmd_adv,r3n,bho,lost,climb_pitch,freeze_cnt,est_h_proj,est_h_low,est_h_high,h_ref_raw,h_ref_f,climb_err,climb_over,n_ref,climbing,com_fwd,front_right_fx,front_right_fy,front_right_fz,front_right_contact,front_right_force,front_right_tau_coxa,front_right_tau_femur,front_right_tau_tibia,front_right_state,front_right_th_c,front_right_th_f,front_right_th_t,front_right_rfx,front_right_rfy,front_right_rfz,front_left_fx,front_left_fy,front_left_fz,front_left_contact,front_left_force,front_left_tau_coxa,front_left_tau_femur,front_left_tau_tibia,front_left_state,front_left_th_c,front_left_th_f,front_left_th_t,front_left_rfx,front_left_rfy,front_left_rfz,mid_right_fx,mid_right_fy,mid_right_fz,mid_right_contact,mid_right_force,mid_right_tau_coxa,mid_right_tau_femur,mid_right_tau_tibia,mid_right_state,mid_right_th_c,mid_right_th_f,mid_right_th_t,mid_right_rfx,mid_right_rfy,mid_right_rfz,mid_left_fx,mid_left_fy,mid_left_fz,mid_left_contact,mid_left_force,mid_left_tau_coxa,mid_left_tau_femur,mid_left_tau_tibia,mid_left_state,mid_left_th_c,mid_left_th_f,mid_left_th_t,mid_left_rfx,mid_left_rfy,mid_left_rfz,rear_right_fx,rear_right_fy,rear_right_fz,rear_right_contact,rear_right_force,rear_right_tau_coxa,rear_right_tau_femur,rear_right_tau_tibia,rear_right_state,rear_right_th_c,rear_right_th_f,rear_right_th_t,rear_right_rfx,rear_right_rfy,rear_right_rfz,rear_left_fx,rear_left_fy,rear_left_fz,rear_left_contact,rear_left_force,rear_left_tau_coxa,rear_left_tau_femur,rear_left_tau_tibia,rear_left_state,rear_left_th_c,rear_left_th_f,rear_left_th_t,rear_left_rfx,rear_left_rfy,rear_left_rfz
0.000,4,placemove,-0.0000,0.0006,0.1349,0.0000,0.0000,0.0000,0.0000,0.0004,-0.0003,-0.0000,-0.0000,-0.0000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1200,0,0.00000,1.000,0.00000,0,0.0000,0,0.0000,0,0.1200,0.1200,0.1200,0.0000,0.1200,0.0000,0.0000,0,0,0.0000,0.3028,-0.1915,0.0148,1,2.07,0.079,0.523,0.251,,-0.0000,-0.1720,1.7318,0.3027,-0.1920,-0.1200,0.3029,0.1927,0.0148,1,2.13,0.094,0.540,0.259,,0.0000,-0.1720,1.7316,0.3027,0.1921,-0.1200,-0.0000,-0.3486,0.0148,1,2.12,0.005,0.548,0.270,,-0.0000,-0.1720,1.7316,-0.0000,-0.3491,-0.1200,-0.0000,0.3498,0.0148,1,2.10,0.005,0.544,0.268,,0.0000,-0.1719,1.7318,-0.0000,0.3491,-0.1200,-0.3029,-0.1915,0.0148,1,2.11,0.059,0.534,0.256,,0.0000,-0.1720,1.7315,-0.3027,-0.1921,-0.1200,-0.3029,0.1928,0.0148,1,2.08,0.074,0.528,0.254,,-0.0000,-0.1720,1.7313,-0.3028,0.1921,-0.1200
0.022,8,placemove,-0.0000,0.0006,0.1349,0.0000,0.0000,0.0000,0.0000,0.0003,-0.0008,-0.0000,-0.0000,-0.0000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1200,0,0.00000,1.000,0.00000,0,0.0000,0,0.0000,0,0.1200,0.1200,0.1200,0.0000,0.1200,0.0000,0.0000,0,0,0.0000,0.3019,-0.1909,0.0148,1,2.07,0.079,0.522,0.247,,-0.0000,-0.1720,1.7391,0.3018,-0.1915,-0.1200,0.3019,0.1922,0.0148,1,2.13,0.094,0.539,0.254,,0.0000,-0.1720,1.7389,0.3018,0.1915,-0.1200,-0.0000,-0.3475,0.0148,1,2.12,0.004,0.548,0.266,,-0.0000,-0.1720,1.7390,-0.0000,-0.3480,-0.1201,-0.0000,0.3487,0.0148,1,2.11,0.006,0.543,0.263,,0.0000,-0.1720,1.7391,-0.0000,0.3480,-0.1201,-0.3019,-0.1910,0.0148,1,2.11,0.058,0.533,0.252,,0.0000,-0.1720,1.7388,-0.3018,-0.1915,-0.1200,-0.3019,0.1922,0.0148,1,2.09,0.075,0.528,0.250,,-0.0000,-0.1720,1.7387,-0.3018,0.1915,-0.1200
0.044,12,placemove,-0.0000,0.0006,0.1348,0.0000,0.0000,0.0000,-0.0000,0.0002,-0.0009,-0.0000,-0.0001,-0.0000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1200,0,0.00000,1.000,0.00000,0,0.0000,0,0.0000,0,0.1200,0.1200,0.1200,0.0000,0.1200,0.0000,0.0000,0,0,0.0000,0.3011,-0.1905,0.0148,1,2.08,0.079,0.523,0.244,,-0.0000,-0.1720,1.7449,0.3010,-0.1911,-0.1200,0.3011,0.1917,0.0148,1,2.13,0.093,0.537,0.251,,0.0000,-0.1720,1.7447,0.3010,0.1911,-0.1200,-0.0000,-0.3466,0.0148,1,2.12,0.003,0.546,0.262,,-0.0000,-0.1720,1.7447,-0.0000,-0.3471,-0.1200,-0.0000,0.3478,0.0148,1,2.11,0.006,0.542,0.260,,0.0000,-0.1720,1.7448,-0.0000,0.3471,-0.1201,-0.3011,-0.1905,0.0148,1,2.11,0.058,0.532,0.248,,0.0000,-0.1720,1.7446,-0.3010,-0.1911,-0.1200,-0.3012,0.1917,0.0148,1,2.09,0.076,0.527,0.246,,-0.0000,-0.1720,1.7445,-0.3011,0.1911,-0.1200
0.067,16,placemove,-0.0000,0.0006,0.1348,0.0000,0.0000,0.0000,-0.0000,0.0001,-0.0010,-0.0000,-0.0001,-0.0000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1200,0,0.00000,1.000,0.00000,0,0.0000,0,0.0000,0,0.1200,0.1200,0.1200,0.0000,0.1200,0.0000,0.0000,0,0,0.0000,0.3005,-0.1901,0.0148,1,2.07,0.078,0.520,0.241,,-0.0000,-0.1721,1.7494,0.3004,-0.1907,-0.1200,0.3005,0.1914,0.0148,1,2.13,0.093,0.535,0.247,,0.0000,-0.1720,1.7492,0.3004,0.1907,-0.1200,-0.0000,-0.3459,0.0148,1,2.14,0.003,0.548,0.260,,-0.0000,-0.1720,1.7493,-0.0000,-0.3464,-0.1200,-0.0000,0.3471,0.0148,1,2.12,0.006,0.544,0.258,,0.0000,-0.1720,1.7493,-0.0000,0.3464,-0.1200,-0.3005,-0.1902,0.0148,1,2.11,0.058,0.530,0.245,,0.0000,-0.1720,1.7492,-0.3005,-0.1907,-0.1200,-0.3005,0.1914,0.0148,1,2.09,0.077,0.524,0.242,,-0.0000,-0.1720,1.7491,-0.3005,0.1907,-0.1200
0.089,20,placemove,-0.0000,0.0006,0.1348,0.0000,0.0000,-0.0000,-0.0000,0.0001,-0.0009,-0.0000,-0.0000,-0.0000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.1200,0,0.00000,1.000,0.00000,0,0.0000,0,0.0000,0,0.1200,0.1200,0.1200,0.0000,0.1200,0.0000,0.0000,0,0,0.0000,0.3000,-0.1899,0.0148,1,2.08,0.079,0.521,0.239,,-0.0000,-0.1721,1.7529,0.3000,-0.1905,-0.1200,0.3000,0.1911,0.0148,1,2.14,0.092,0.536,0.246,,0.0000,-0.1720,1.7528,0.3000,0.1905,-0.1200,-0.0000,-0.3454,0.0148,1,2.13,0.004,0.545,0.257,,-0.0000,-0.1720,1.7528,-0.0000,-0.3459,-0.1200,-0.0000,0.3466,0.0148,1,2.10,0.009,0.536,0.253,,0.0000,-0.1720,1.7529,-0.0000,0.3459,-0.1200,-0.3000,-0.1899,0.0148,1,2.11,0.060,0.528,0.242,,0.0000,-0.1720,1.7527,-0.3000,-0.1905,-0.1200,-0.3001,0.1911,0.0148,1,2.11,0.078,0.529,0.243,,-0.0000,-0.1720,1.7526,-0.3000,0.1905,-0.1200
0.111,24,placemove,-0.0000,0.0006,0.1348,0.0000,0.0000,-0.0000,-0.0000,0.0000,-0.0008,-0.0000,-0.0000,-0.0000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.1200,0,0.00000,1.000,0.00000,0,0.0000,0,0.0000,0,0.1200,0.1200,0.1200,0.0000,0.1200,0.0000,0.0000,0,0,0.0000,0.2997,-0.1897,0.0148,1,2.08,0.081,0.521,0.237,,-0.0000,-0.1721,1.7556,0.2996,-0.1903,-0.1200,0.2997,0.1909,0.0148,1,2.12,0.090,0.530,0.241,,0.0000,-0.1720,1.7556,0.2996,0.1903,-0.1200,-0.0000,-0.3449,0.0148,1,2.14,0.006,0.546,0.256,,-0.0000,-0.1720,1.7556,-0.0000,-0.3455,-0.1200,-0.0000,0.3462,0.0148,1,2.13,0.009,0.545,0.256,,0.0000,-0.1720,1.7556,-0.0000,0.3455,-0.1200,-0.2997,-0.1897,0.0148,1,2.11,0.061,0.529,0.241,,0.0000,-0.1720,1.7555,-0.2996,-0.1903,-0.1200,-0.2997,0.1909,0.0148,1,2.08,0.074,0.521,0.238,,-0.0000,-0.1721,1.7554,-0.2996,0.1903,-0.1200
0.134,28,placemove,-0.0000,0.0006,0.1348,0.0000,0.0000,-0.0000,-0.0000,0.0000,-0.0007,-0.0000,-0.0000,0.0000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.1200,0,0.00000,1.000,0.00000,0,0.0000,0,0.0000,0,0.1200,0.1200,0.1200,0.0000,0.1200,0.0000,0.0000,0,0,0.0000,0.2994,-0.1895,0.0148,1,2.11,0.078,0.526,0.238,,-0.0000,-0.1721,1.7578,0.2993,-0.1901,-0.1200,0.2994,0.1907,0.0148,1,2.12,0.084,0.531,0.240,,0.0000,-0.1720,1.7578,0.2993,0.1901,-0.1200,-0.0000,-0.3446,0.0147,1,2.12,0.004,0.540,0.252,,-0.0000,-0.1720,1.7578,-0.0000,-0.3452,-0.1200,-0.0000,0.3458,0.0148,1,2.10,0.007,0.535,0.250,,0.0000,-0.1720,1.7578,-0.0000,0.3452,-0.1200,-0.2994,-0.1895,0.0148,1,2.10,0.064,0.526,0.238,,0.0000,-0.1720,1.7577,-0.2993,-0.1901,-0.1200,-0.2994,0.1907,0.0148,1,2.12,0.080,0.530,0.240,,-0.0000,-0.1721,1.7576,-0.2994,0.1901,-0.1200
0.156,32,placemove,-0.0000,0.0006,0.1348,0.0000,0.0000,-0.0000,-0.0000,0.0000,-0.0006,-0.0000,-0.0000,0.0000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.1200,0,0.00000,1.000,0.00000,0,0.0000,0,0.0000,0,0.1200,0.1200,0.1200,0.0000,0.1200,0.0000,0.0000,0,0,0.0000,0.2991,-0.1894,0.0148,1,2.10,0.080,0.524,0.236,,-0.0000,-0.1721,1.7595,0.2991,-0.1900,-0.1200,0.2991,0.1906,0.0147,1,2.12,0.087,0.530,0.239,,0.0000,-0.1720,1.7595,0.2991,0.1900,-0.1200,-0.0000,-0.3443,0.0147,1,2.12,0.002,0.541,0.252,,-0.0000,-0.1720,1.7595,-0.0000,-0.3449,-0.1200,-0.0000,0.3456,0.0147,1,2.11,0.008,0.538,0.250,,0.0000,-0.1720,1.7595,-0.0000,0.3449,-0.1200,-0.2992,-0.1894,0.0147,1,2.11,0.063,0.526,0.238,,0.0000,-0.1720,1.7594,-0.2991,-0.1900,-0.1200,-0.2992,0.1906,0.0148,1,2.11,0.076,0.527,0.238,,-0.0000,-0.1721,1.7594,-0.2991,0.1900,-0.1200
0.178,36,placemove,-0.0000,0.0006,0.1348,0.0000,0.0000,-0.0000,-0.0000,0.0000,-0.0005,-0.0000,-0.0000,0.0000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.1200,0,0.00000,1.000,0.00000,0,0.0000,0,0.0000,0,0.1200,0.1200,0.1200,0.0000,0.1200,0.0000,0.0000,0,0,0.0000,0.2990,-0.1893,0.0147,1,2.09,0.081,0.520,0.234,,-0.0000,-0.1721,1.7608,0.2989,-0.1899,-0.1200,0.2990,0.1905,0.0147,1,2.14,0.092,0.534,0.240,,0.0000,-0.1720,1.7608,0.2989,0.1899,-0.1200,-0.0000,-0.3441,0.0147,1,2.12,0.010,0.542,0.251,,-0.0000,-0.1720,1.7608,-0.0000,-0.3447,-0.1200,-0.0000,0.3454,0.0147,1,2.09,0.010,0.532,0.247,,0.0000,-0.1720,1.7608,-0.0000,0.3447,-0.1200,-0.2990,-0.1893,0.0147,1,2.11,0.062,0.526,0.237,,0.0000,-0.1720,1.7608,-0.2989,-0.1899,-0.1200,-0.2990,0.1905,0.0147,1,2.12,0.074,0.528,0.238,,-0.0000,-0.1721,1.7607,-0.2990,0.1899,-0.1200
0.199,40,placemove,-0.0000,0.0006,0.1347,0.0000,0.0000,-0.0000,0.0000,-0.0000,-0.0004,-0.0000,-0.0000,0.0000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.1200,0,0.00000,1.000,0.00000,0,0.0000,0,0.0000,0,0.1200,0.1200,0.1200,0.0000,0.1200,0.0000,0.0000,0,0,0.0000,0.2988,-0.1892,0.0147,1,2.10,0.076,0.525,0.236,,-0.0000,-0.1721,1.7618,0.2988,-0.1898,-0.1200,0.2988,0.1904,0.0147,1,2.11,0.086,0.527,0.237,,0.0000,-0.1720,1.7618,0.2988,0.1898,-0.1200,-0.0000,-0.3440,0.0147,1,2.11,0.005,0.537,0.249,,-0.0000,-0.1720,1.7618,-0.0000,-0.3446,-0.1200,-0.0000,0.3452,0.0147,1,2.12,0.003,0.540,0.250,,0.0000,-0.1720,1.7619,-0.0000,0.3446,-0.1200,-0.2988,-0.1892,0.0147,1,2.12,0.059,0.530,0.238,,0.0000,-0.1720,1.7618,-0.2988,-0.1898,-0.1200,-0.2988,0.1904,0.0147,1,2.09,0.078,0.522,0.234,,-0.0000,-0.1721,1.7618,-0.2988,0.1898,-0.1200
