# SLARC V10.15-lower-body | rise=0.170 run=0.250 | balance=AN foothold=AN freeze=AUS entry=AN | G_Z=-0.120 G_STEP=0.060
t,frame,mode,bx,by,bz,roll,pitch,yaw,vx,vy,vz,wx,wy,wz,cmd_vx,cmd_yaw,roll_bal,pitch_bal,est_roll,est_pitch,est_yaw,est_height,frozen,dxb,brake,cmd_adv,r3n,bho,lost,climb_pitch,freeze_cnt,est_h_proj,est_h_low,est_h_high,h_ref_raw,h_ref_f,climb_err,climb_over,n_ref,climbing,com_fwd,front_right_fx,front_right_fy,front_right_fz,front_right_contact,front_right_force,front_right_tau_coxa,front_right_tau_femur,front_right_tau_tibia,front_right_state,front_right_th_c,front_right_th_f,front_right_th_t,front_right_rfx,front_right_rfy,front_right_rfz,front_left_fx,front_left_fy,front_left_fz,front_left_contact,front_left_force,front_left_tau_coxa,front_left_tau_femur,front_left_tau_tibia,front_left_state,front_left_th_c,front_left_th_f,front_left_th_t,front_left_rfx,front_left_rfy,front_left_rfz,mid_right_fx,mid_right_fy,mid_right_fz,mid_right_contact,mid_right_force,mid_right_tau_coxa,mid_right_tau_femur,mid_right_tau_tibia,mid_right_state,mid_right_th_c,mid_right_th_f,mid_right_th_t,mid_right_rfx,mid_right_rfy,mid_right_rfz,mid_left_fx,mid_left_fy,mid_left_fz,mid_left_contact,mid_left_force,mid_left_tau_coxa,mid_left_tau_femur,mid_left_tau_tibia,mid_left_state,mid_left_th_c,mid_left_th_f,mid_left_th_t,mid_left_rfx,mid_left_rfy,mid_left_rfz,rear_right_fx,rear_right_fy,rear_right_fz,rear_right_contact,rear_right_force,rear_right_tau_coxa,rear_right_tau_femur,rear_right_tau_tibia,rear_right_state,rear_right_th_c,rear_right_th_f,rear_right_th_t,rear_right_rfx,rear_right_rfy,rear_right_rfz,rear_left_fx,rear_left_fy,rear_left_fz,rear_left_contact,rear_left_force,rear_left_tau_coxa,rear_left_tau_femur,rear_left_tau_tibia,rear_left_state,rear_left_th_c,rear_left_th_f,rear_left_th_t,rear_left_rfx,rear_left_rfy,rear_left_rfz
0.000,4,placemove,0.0002,0.0006,0.1349,0.0000,0.0000,0.0000,0.0033,0.0004,-0.0003,-0.0000,0.0004,0.0000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1200,0,0.00000,1.000,0.00000,0,0.0000,0,0.0000,0,0.1200,0.1200,0.1200,0.0000,0.1200,0.0000,0.0000,0,0,0.0000,0.2959,-0.2030,0.0148,1,2.26,0.393,0.374,0.029,,-0.0653,-0.1720,1.7318,0.2946,-0.2050,-0.1200,0.2960,0.2042,0.0148,1,2.25,0.392,0.372,0.029,,0.0653,-0.1720,1.7316,0.2947,0.2050,-0.1200,0.0002,-0.3487,0.0148,1,2.03,0.026,0.520,0.255,,-0.0000,-0.1720,1.7316,-0.0000,-0.3491,-0.1200,0.0002,0.3498,0.0148,1,2.04,0.037,0.523,0.256,,0.0000,-0.1720,1.7318,-0.0000,0.3491,-0.1200,-0.3027,-0.1915,0.0148,1,2.02,0.046,0.511,0.246,,0.0000,-0.1720,1.7315,-0.3027,-0.1921,-0.1200,-0.3027,0.1928,0.0148,1,2.01,0.061,0.508,0.246,,-0.0000,-0.1720,1.7313,-0.3028,0.1921,-0.1200
0.022,8,placemove,0.0002,0.0006,0.1349,0.0000,0.0000,0.0000,-0.0034,0.0004,-0.0008,-0.0000,-0.0000,-0.0000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1200,0,0.00000,1.000,0.00000,0,0.0000,0,0.0000,0,0.1200,0.1200,0.1200,0.0000,0.1200,0.0000,0.0000,0,0,0.0000,0.2876,-0.2130,0.0148,1,2.17,0.371,0.365,0.034,,-0.1191,-0.1720,1.7392,0.2865,-0.2146,-0.1200,0.2876,0.2142,0.0148,1,2.16,0.369,0.363,0.034,,0.1191,-0.1720,1.7389,0.2865,0.2146,-0.1200,0.0002,-0.3475,0.0148,1,2.03,0.029,0.520,0.252,,-0.0000,-0.1720,1.7389,-0.0000,-0.3480,-0.1200,0.0002,0.3487,0.0148,1,2.06,0.035,0.526,0.254,,0.0000,-0.1720,1.7391,-0.0000,0.3480,-0.1201,-0.3017,-0.1910,0.0148,1,2.12,0.074,0.534,0.251,,0.0000,-0.1720,1.7389,-0.3018,-0.1915,-0.1201,-0.3018,0.1922,0.0148,1,2.09,0.072,0.527,0.248,,-0.0000,-0.1720,1.7387,-0.3018,0.1915,-0.1200
0.044,12,placemove,0.0001,0.0006,0.1348,0.0000,0.0000,0.0000,-0.0029,0.0003,-0.0009,-0.0000,-0.0001,-0.0000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1200,0,0.00000,1.000,0.00000,0,0.0000,0,0.0000,0,0.1200,0.1200,0.1200,0.0000,0.1200,0.0000,0.0000,0,0,0.0000,0.2806,-0.2204,0.0148,1,2.15,0.363,0.368,0.039,,-0.1613,-0.1720,1.7449,0.2798,-0.2218,-0.1200,0.2807,0.2217,0.0148,1,2.15,0.362,0.367,0.039,,0.1613,-0.1720,1.7447,0.2798,0.2218,-0.1200,0.0001,-0.3466,0.0148,1,2.04,0.035,0.520,0.248,,-0.0000,-0.1720,1.7447,-0.0000,-0.3471,-0.1200,0.0001,0.3478,0.0148,1,2.07,0.041,0.529,0.251,,0.0000,-0.1720,1.7448,-0.0000,0.3471,-0.1200,-0.3010,-0.1905,0.0148,1,2.14,0.076,0.537,0.249,,0.0000,-0.1720,1.7447,-0.3010,-0.1911,-0.1201,-0.3010,0.1917,0.0148,1,2.09,0.072,0.526,0.245,,-0.0000,-0.1720,1.7445,-0.3011,0.1911,-0.1200
0.066,16,placemove,0.0001,0.0006,0.1348,0.0000,0.0000,0.0000,-0.0013,0.0003,-0.0010,-0.0000,-0.0000,-0.0000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1200,0,0.00000,1.000,0.00000,0,0.0000,0,0.0000,0,0.1200,0.1200,0.1200,0.0000,0.1200,0.0000,0.0000,0,0,0.0000,0.2750,-0.2260,0.0148,1,2.18,0.363,0.378,0.044,,-0.1943,-0.1720,1.7494,0.2743,-0.2272,-0.1200,0.2750,0.2273,0.0148,1,2.16,0.360,0.374,0.043,,0.1943,-0.1720,1.7492,0.2743,0.2273,-0.1200,0.0001,-0.3459,0.0148,1,2.04,0.020,0.521,0.247,,-0.0000,-0.1720,1.7492,-0.0000,-0.3465,-0.1200,0.0001,0.3471,0.0148,1,2.08,0.025,0.531,0.252,,0.0000,-0.1720,1.7493,-0.0000,0.3464,-0.1200,-0.3004,-0.1901,0.0148,1,2.12,0.067,0.531,0.244,,0.0000,-0.1720,1.7492,-0.3004,-0.1907,-0.1200,-0.3005,0.1914,0.0148,1,2.08,0.070,0.521,0.240,,-0.0000,-0.1720,1.7491,-0.3005,0.1907,-0.1200
0.089,20,placemove,0.0001,0.0006,0.1348,0.0000,0.0000,0.0000,-0.0003,0.0001,-0.0009,-0.0000,0.0001,0.0000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1200,0,0.00000,1.000,0.00000,0,0.0000,0,0.0000,0,0.1200,0.1200,0.1200,0.0000,0.1200,0.0000,0.0000,0,0,0.0000,0.2705,-0.2303,0.0148,1,2.19,0.361,0.383,0.048,,-0.2203,-0.1720,1.7529,0.2699,-0.2314,-0.1200,0.2705,0.2315,0.0148,1,2.19,0.361,0.384,0.048,,0.2203,-0.1720,1.7528,0.2699,0.2314,-0.1200,0.0001,-0.3454,0.0148,1,2.07,0.003,0.528,0.249,,-0.0000,-0.1720,1.7527,-0.0000,-0.3459,-0.1200,0.0001,0.3466,0.0148,1,2.07,0.000,0.528,0.249,,0.0000,-0.1720,1.7529,-0.0000,0.3459,-0.1200,-0.3000,-0.1899,0.0148,1,2.08,0.065,0.520,0.238,,-0.0000,-0.1720,1.7528,-0.3000,-0.1905,-0.1200,-0.3000,0.1911,0.0148,1,2.08,0.068,0.520,0.239,,-0.0000,-0.1720,1.7527,-0.3000,0.1905,-0.1200
0.111,24,placemove,0.0001,0.0006,0.1348,0.0000,0.0000,0.0000,0.0002,0.0001,-0.0008,-0.0000,0.0001,-0.0000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1200,0,0.00000,1.000,0.00000,0,0.0000,0,0.0000,0,0.1200,0.1200,0.1200,0.0000,0.1200,0.0000,0.0000,0,0,0.0000,0.2669,-0.2335,0.0148,1,2.21,0.361,0.391,0.051,,-0.2406,-0.1720,1.7556,0.2664,-0.2345,-0.1200,0.2669,0.2348,0.0148,1,2.20,0.361,0.391,0.051,,0.2406,-0.1720,1.7556,0.2664,0.2345,-0.1200,0.0001,-0.3449,0.0148,1,2.05,0.007,0.523,0.246,,-0.0000,-0.1721,1.7555,-0.0000,-0.3455,-0.1200,0.0001,0.3462,0.0148,1,2.07,0.012,0.528,0.248,,0.0000,-0.1720,1.7556,-0.0000,0.3455,-0.1200,-0.2996,-0.1897,0.0148,1,2.08,0.056,0.520,0.237,,-0.0000,-0.1720,1.7556,-0.2996,-0.1903,-0.1200,-0.2996,0.1909,0.0148,1,2.05,0.066,0.514,0.235,,-0.0000,-0.1720,1.7555,-0.2996,0.1903,-0.1200
0.134,28,placemove,0.0001,0.0006,0.1348,0.0000,0.0000,0.0000,0.0004,-0.0000,-0.0007,-0.0000,0.0002,0.0000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1200,0,0.00000,1.000,0.00000,0,0.0000,0,0.0000,0,0.1200,0.1200,0.1200,0.0000,0.1200,0.0000,0.0000,0,0,0.0000,0.2640,-0.2360,0.0147,1,2.20,0.359,0.393,0.054,,-0.2565,-0.1720,1.7578,0.2636,-0.2369,-0.1200,0.2640,0.2373,0.0147,1,2.22,0.361,0.396,0.054,,0.2565,-0.1720,1.7577,0.2636,0.2369,-0.1200,0.0001,-0.3446,0.0148,1,2.07,0.008,0.526,0.246,,-0.0000,-0.1721,1.7577,-0.0000,-0.3452,-0.1200,0.0001,0.3458,0.0148,1,2.08,0.022,0.530,0.247,,0.0000,-0.1720,1.7578,-0.0000,0.3452,-0.1200,-0.2993,-0.1895,0.0148,1,2.07,0.051,0.517,0.235,,-0.0000,-0.1720,1.7578,-0.2993,-0.1901,-0.1200,-0.2993,0.1907,0.0148,1,2.03,0.061,0.506,0.231,,-0.0000,-0.1720,1.7577,-0.2994,0.1901,-0.1200
0.156,32,placemove,0.0001,0.0006,0.1348,0.0000,0.0000,0.0000,0.0004,-0.0001,-0.0006,-0.0000,0.0002,0.0000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1200,0,0.00000,1.000,0.00000,0,0.0000,0,0.0000,0,0.1200,0.1200,0.1200,0.0000,0.1200,0.0000,0.0000,0,0,0.0000,0.2617,-0.2379,0.0147,1,2.21,0.358,0.396,0.056,,-0.2690,-0.1720,1.7595,0.2614,-0.2387,-0.1200,0.2617,0.2392,0.0147,1,2.22,0.360,0.399,0.056,,0.2690,-0.1720,1.7594,0.2614,0.2387,-0.1200,0.0001,-0.3443,0.0148,1,2.08,0.020,0.530,0.246,,-0.0000,-0.1721,1.7594,-0.0000,-0.3449,-0.1200,0.0001,0.3456,0.0147,1,2.07,0.032,0.526,0.244,,0.0000,-0.1721,1.7595,-0.0000,0.3449,-0.1200,-0.2991,-0.1893,0.0147,1,2.03,0.054,0.508,0.231,,-0.0000,-0.1720,1.7595,-0.2991,-0.1900,-0.1200,-0.2991,0.1906,0.0148,1,2.04,0.062,0.509,0.231,,-0.0000,-0.1720,1.7594,-0.2991,0.1900,-0.1200
0.178,36,placemove,0.0001,0.0006,0.1348,0.0000,0.0000,0.0000,0.0004,-0.0001,-0.0005,-0.0000,0.0002,0.0000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1200,0,0.00000,1.000,0.00000,0,0.0000,0,0.0000,0,0.1200,0.1200,0.1200,0.0000,0.1200,0.0000,0.0000,0,0,0.0000,0.2599,-0.2394,0.0147,1,2.21,0.357,0.398,0.057,,-0.2787,-0.1720,1.7608,0.2597,-0.2402,-0.1200,0.2599,0.2406,0.0147,1,2.23,0.360,0.402,0.058,,0.2787,-0.1720,1.7608,0.2597,0.2402,-0.1200,0.0001,-0.3441,0.0147,1,2.08,0.020,0.529,0.244,,-0.0000,-0.1721,1.7607,-0.0000,-0.3447,-0.1200,0.0001,0.3454,0.0147,1,2.08,0.036,0.528,0.244,,0.0000,-0.1721,1.7608,-0.0000,0.3447,-0.1200,-0.2989,-0.1892,0.0147,1,2.04,0.050,0.508,0.230,,-0.0000,-0.1720,1.7608,-0.2989,-0.1899,-0.1200,-0.2989,0.1905,0.0147,1,2.02,0.060,0.504,0.228,,-0.0000,-0.1720,1.7607,-0.2990,0.1899,-0.1200
0.201,40,placemove,0.0001,0.0006,0.1347,0.0000,0.0000,0.0000,0.0004,-0.0000,-0.0004,-0.0000,0.0002,0.0000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1200,0,0.00000,1.000,0.00000,0,0.0000,0,0.0000,0,0.1200,0.1200,0.1200,0.0000,0.1200,0.0000,0.0000,0,0,0.0000,0.2585,-0.2405,0.0147,1,2.22,0.357,0.401,0.058,,-0.2864,-0.1720,1.7619,0.2583,-0.2413,-0.1200,0.2585,0.2418,0.0147,1,2.23,0.358,0.403,0.059,,0.2864,-0.1720,1.7618,0.2583,0.2413,-0.1200,0.0001,-0.3440,0.0147,1,2.08,0.026,0.526,0.242,,-0.0000,-0.1721,1.7618,-0.0000,-0.3446,-0.1200,0.0001,0.3452,0.0147,1,2.08,0.040,0.527,0.243,,0.0000,-0.1721,1.7618,-0.0000,0.3446,-0.1200,-0.2987,-0.1892,0.0147,1,2.03,0.049,0.507,0.229,,-0.0000,-0.1720,1.7619,-0.2988,-0.1898,-0.1200,-0.2988,0.1904,0.0147,1,2.02,0.059,0.503,0.227,,-0.0000,-0.1720,1.7618,-0.2988,0.1898,-0.1200
