t,frame,mode,bx,by,bz,roll,pitch,yaw,vx,vy,vz,wx,wy,wz,cmd_vx,cmd_yaw,roll_bal,pitch_bal,front_right_fx,front_right_fy,front_right_fz,front_right_contact,front_right_force,front_right_tau_coxa,front_right_tau_femur,front_right_tau_tibia,front_right_state,front_left_fx,front_left_fy,front_left_fz,front_left_contact,front_left_force,front_left_tau_coxa,front_left_tau_femur,front_left_tau_tibia,front_left_state,mid_right_fx,mid_right_fy,mid_right_fz,mid_right_contact,mid_right_force,mid_right_tau_coxa,mid_right_tau_femur,mid_right_tau_tibia,mid_right_state,mid_left_fx,mid_left_fy,mid_left_fz,mid_left_contact,mid_left_force,mid_left_tau_coxa,mid_left_tau_femur,mid_left_tau_tibia,mid_left_state,rear_right_fx,rear_right_fy,rear_right_fz,rear_right_contact,rear_right_force,rear_right_tau_coxa,rear_right_tau_femur,rear_right_tau_tibia,rear_right_state,rear_left_fx,rear_left_fy,rear_left_fz,rear_left_contact,rear_left_force,rear_left_tau_coxa,rear_left_tau_femur,rear_left_tau_tibia,rear_left_state
0.000,4,placemove,0.5762,0.0062,0.1349,-0.0107,-0.0038,0.0912,-0.0014,-0.0010,-0.0014,0.0069,-0.0102,0.0006,0.000,0.000,0.0000,0.0000,0.8247,-0.2474,0.0147,1,6.75,0.034,0.848,0.318,SHIFT,0.7960,0.2992,0.0149,0,0.01,0.014,0.039,0.001,SHIFT,0.6572,-0.3333,0.0152,0,0.00,0.002,0.089,0.001,SHIFT,0.4966,0.3432,0.0148,1,2.11,0.164,0.309,0.021,SHIFT,0.3377,-0.2908,0.0151,0,0.00,0.001,0.092,0.003,SHIFT,0.2892,0.2537,0.0148,1,4.30,0.228,0.511,0.240,SHIFT
0.101,8,placemove,0.5763,0.0063,0.1351,-0.0119,-0.0033,0.0913,0.0007,0.0015,-0.0162,-0.0142,0.0047,0.0002,0.000,0.000,0.0000,0.0000,0.8247,-0.2474,0.0152,0,0.00,0.002,0.020,0.002,SHIFT,0.7960,0.2992,0.0148,1,3.45,0.020,0.509,0.060,SHIFT,0.6572,-0.3333,0.0149,1,3.54,0.011,0.556,0.031,SHIFT,0.4966,0.3432,0.0148,1,2.81,0.020,0.359,0.106,SHIFT,0.3377,-0.2908,0.0148,1,3.23,0.006,0.482,0.056,SHIFT,0.2892,0.2538,0.0149,1,0.92,0.044,0.084,0.053,SHIFT
0.167,12,placemove,0.5762,0.0064,0.1351,-0.0127,-0.0039,0.0913,-0.0020,0.0018,-0.0117,-0.0188,-0.0183,0.0009,0.000,0.000,0.0000,0.0000,0.8247,-0.2474,0.0148,1,5.51,0.000,0.747,0.197,SHIFT,0.7960,0.2992,0.0150,0,0.00,0.009,0.026,0.001,SHIFT,0.6572,-0.3333,0.0155,0,0.00,0.002,0.008,0.001,SHIFT,0.4966,0.3432,0.0148,1,2.35,0.022,0.294,0.101,SHIFT,0.3377,-0.2908,0.0152,0,0.00,0.009,0.014,0.001,SHIFT,0.2892,0.2538,0.0148,1,3.72,0.029,0.511,0.138,SHIFT
0.272,16,placemove,0.5761,0.0065,0.1352,-0.0133,-0.0044,0.0913,-0.0061,0.0015,-0.0030,-0.0090,-0.0455,0.0012,0.000,0.000,0.0000,0.0000,0.8247,-0.2474,0.0152,0,0.00,0.008,0.005,0.002,SHIFT,0.7960,0.2992,0.0148,1,4.76,0.161,0.730,0.087,SHIFT,0.6572,-0.3333,0.0149,0,0.13,0.036,0.055,0.052,SHIFT,0.4966,0.3432,0.0148,0,0.00,0.010,0.022,0.002,SHIFT,0.3377,-0.2908,0.0149,1,4.49,0.073,0.647,0.154,SHIFT,0.2892,0.2538,0.0148,0,0.50,0.100,0.035,0.113,SHIFT
0.344,20,placemove,0.5761,0.0065,0.1350,-0.0135,-0.0047,0.0913,-0.0083,0.0067,0.0205,-0.0733,-0.0720,0.0027,0.000,0.000,0.0000,0.0000,0.8247,-0.2474,0.0148,1,20.07,0.466,2.239,1.131,SHIFT,0.7960,0.2992,0.0148,0,0.00,0.032,0.073,0.000,SHIFT,0.6572,-0.3333,0.0149,0,0.00,0.018,0.145,0.003,SHIFT,0.4966,0.3432,0.0148,1,3.30,0.654,0.956,0.500,SHIFT,0.3377,-0.2908,0.0149,0,0.00,0.027,0.097,0.005,SHIFT,0.2892,0.2538,0.0148,1,8.76,0.583,1.777,0.231,SHIFT
0.422,24,placemove,0.5761,0.0066,0.1349,-0.0140,-0.0049,0.0913,0.0053,0.0052,0.0191,-0.0532,0.0459,-0.0017,0.000,0.000,0.0000,0.0000,0.8247,-0.2474,0.0146,0,0.00,0.026,0.078,0.002,SHIFT,0.7960,0.2992,0.0149,1,8.49,0.339,1.631,0.152,SHIFT,0.6572,-0.3333,0.0151,0,0.00,0.024,0.152,0.000,SHIFT,0.4966,0.3432,0.0148,1,1.09,0.457,0.219,0.093,SHIFT,0.3377,-0.2908,0.0149,1,14.33,0.362,1.742,0.672,SHIFT,0.2892,0.2538,0.0147,0,0.00,0.025,0.075,0.002,SHIFT
0.479,28,placemove,0.5774,0.0068,0.1350,-0.0148,-0.0054,0.0912,0.1026,0.0099,-0.0183,-0.0285,0.0645,0.0098,1.000,0.000,0.0000,0.0000,0.8247,-0.2475,0.0153,0,0.00,0.024,0.028,0.008,SHIFT,0.7960,0.2991,0.0151,0,0.00,0.010,0.070,0.012,SHIFT,0.6571,-0.3334,0.0148,1,5.49,0.904,0.584,0.422,SHIFT,0.4966,0.3432,0.0148,1,4.11,0.959,0.789,0.121,SHIFT,0.3376,-0.2908,0.0150,0,0.00,0.005,0.110,0.015,SHIFT,0.2892,0.2538,0.0147,0,0.00,0.013,0.082,0.028,SHIFT
0.585,32,placemove,0.5792,0.0069,0.1351,-0.0152,-0.0064,0.0911,0.0974,0.0024,-0.0132,-0.0133,-0.0220,-0.0029,1.000,0.000,0.0000,0.0000,0.8246,-0.2476,0.0148,1,6.18,0.354,0.209,1.040,SHIFT,0.7960,0.2990,0.0150,0,0.00,0.031,0.000,0.001,SHIFT,0.6571,-0.3335,0.0153,0,0.00,0.100,0.021,0.004,SHIFT,0.4966,0.3431,0.0150,1,0.82,0.363,0.290,0.197,SHIFT,0.3375,-0.2908,0.0152,0,0.00,0.072,0.046,0.003,SHIFT,0.2892,0.2537,0.0147,1,3.47,0.106,0.278,0.349,SHIFT
0.660,36,placemove,0.5811,0.0072,0.1352,-0.0160,-0.0063,0.0911,0.0972,0.0184,0.0035,-0.0657,0.0029,0.0044,1.000,0.000,0.0000,0.0000,0.8246,-0.2476,0.0151,0,0.00,0.044,0.012,0.003,SHIFT,0.7960,0.2990,0.0150,1,1.54,0.078,0.676,0.496,SHIFT,0.6571,-0.3335,0.0148,1,3.50,0.952,0.618,0.014,SHIFT,0.4966,0.3431,0.0150,1,2.85,1.083,0.373,0.104,SHIFT,0.3375,-0.2908,0.0150,0,0.00,0.041,0.030,0.007,SHIFT,0.2893,0.2536,0.0147,0,0.00,0.004,0.076,0.051,SHIFT
0.744,40,placemove,0.5831,0.0074,0.1354,-0.0170,-0.0061,0.0911,0.1033,0.0319,0.0682,-0.1623,0.0358,-0.0011,1.000,0.000,0.0000,0.0000,0.8246,-0.2477,0.0149,1,4.55,2.009,0.398,0.400,SHIFT,0.7961,0.2990,0.0149,1,3.07,1.125,0.658,0.172,SHIFT,0.6571,-0.3335,0.0150,0,0.00,0.017,0.006,0.005,SHIFT,0.4966,0.3431,0.0149,1,1.36,0.763,0.270,0.116,SHIFT,0.3375,-0.2908,0.0149,0,0.00,0.009,0.126,0.032,SHIFT,0.2893,0.2536,0.0147,0,0.00,0.011,0.113,0.043,SHIFT
